hamming_loss,exact_match_ratio,precision_weighted,recall_weighted,f1_weighted,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro
0.09214285714285714,0.505,0.8752962922986289,0.6153846153846154,0.6855591981851183,0.9025641025641026,0.6153846153846154,0.7318087318087318,0.7612813800908622,0.49334352074023397,0.5602082470945592
